Bedroom,Bathroom,Den,Address,Lat,Long,Price
1,1,1,"5 Mariner Terr, Toronto M5V 3V6 ON",43.6397355,-79.3904175,2600
1,1,1,"120 Bayview Ave., l4n6e1, Toronto, ON",43.653978,-79.3541341,2250
1,1,1,"210 Simcoe St, Toronto, ON M5T 0A9, Canada",43.6524331,-79.3888604,2400
2,1,0,"620 Lolita Gardens, Mississauga, ON, L5A 3K7",43.5942563,-79.6029457,1850
2,1,0,"125 Railroad St, Brampton, ON, L6X 1H1",43.683063,-79.771759,1350
1,1,0,"87 Peter st, M5v2g4, Downtown Toronto, ON",43.6469441,-79.3923973,2050
1,2,0,"525 Adelaide Street West, Toronto, ON, M5V 0N7",43.6453398,-79.4021851,2650
1,1,1,"m1g2a8, Canada",43.7672565,-79.2227339,1860
3,2,0,"620 Lolita Gardens, Mississauga, ON, L5A 3K7",43.5942563,-79.6029457,2100
3,2,0,"M5V1Z5, Canada",43.6503403,-79.3876465,3900
1,1,0,"352 Front St W, M5V1B5, TORONTO, ON",43.6434855,-79.3923045,2100
2,1,0,"90 Jameson Avenue, Toronto, ON, M6K 2W8",43.6343542,-79.4352696,1779
1,1,0,"169 Jameson Avenue, Toronto, ON, M6K 2W8",43.6382884,-79.4360532,1929
1,1,0,", toronto M5B 1Z8 ON, Canada",43.6604566,-79.3784972,2000
2,2,0,"1201 North Shore Blvd East, L7S1Z5, Burlington, ON",43.3173164,-79.8051158,3200
2,2,0,"14 Thorburn, M6K1C5, Toronto, ON",43.6356261,-79.4268735,2800
1,1,0,", Toronto M8W 3J1 ON, Canada",43.5921361,-79.5326816,1750
1,1,0,", Between YongeBloor, ChurchWellesley M4Y 2L2 ON, Canada",43.6673847,-79.3826756,1568
1,1,0,"409 Huron St, Toronto, ON M5S 2S5, Canada",43.6665804,-79.4009394,1200
2,2,0,"2089 Fairview St, Burlington, ON L7R 2C8, Canada",43.338737,-79.8100685,2200
1,1,0,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,2050
2,2,0,"30 Grand Trunk Crescent, Toronto, ON M5J 3A4, Canada",43.642282,-79.3828265,3150
1,1,0,", Toronto M5V1K4 ON, Canada",43.6447693,-79.3970587,1600
1,1,0,", M6G1S2, Downtown Toronto (Christie/Bloor), ON",43.6667107,-79.4043508,1500
1,1,0,"33 Bay St, Toronto, ON M5J 2Z3, Canada",43.6426791,-79.3769938,1900
1,1,0,"2895 Bathurst Street, Toronto, ON, M6B 3A8",43.7147936,-79.4283233,1750
2,2,0,"8 Mercer Street, M5V0C4, Toronto, ON",43.6460058,-79.3899085,3100
1,1,1,"M5V3S2, Canada",43.6414082,-79.3912531,2950
3,1,0,", L2E3R4, Niagara, ON",43.1041257,-79.0654766,1350
1,1,0,", Toronto M5V3P6 ON, Canada",43.6451493,-79.3908133,1300
2,2,0,"55 Regent Park Blvd, Toronto, ON M5A 2B7, Canada",43.6594213,-79.3610251,2600
2,1,0,"375 King St W, Toronto, ON M5V 1K1, Canada",43.645641,-79.3929534,1900
2,2,0,"3601 Highway 7 E, L6G 0E1, Markham, ON",43.8539142,-79.3381945,2300
1,1,0,"454 Yonge Street, M4Y 1W9, Toronto, ON",43.6616824,-79.3833791,2200
1,1,0,"100 Harbour St, Toronto, ON M5J 1B7, Canada",43.6418064,-79.3789807,2500
1,2,0,", DOWNTOWN M5V 4A9 ON, Canada",43.640402,-79.3971467,3600
1,1,0,"21 Balmuto St, Toronto, ON M4Y 1W4, Canada",43.6691531,-79.3873723,2050
1,1,0,"40 Earl St, Toronto, ON M4Y 1M3, Canada",43.6687998,-79.3759678,1600
1,1,0,"230 Queens Quay West, Toronto, ON, M5J 2Y7",43.6397444,-79.3837757,2300
1,1,1,"38 Howard Park Ave, Toronto, ON M6R 0A7, Canada",43.6520027,-79.4492618,2250
2,2,0,"21 Nelson St, Toronto, ON M5V 3H9, Canada",43.6487831,-79.3880423,4050
2,2,0,"21 Nelson St, Toronto, ON M5V 3H9, Canada",43.6487831,-79.3880423,4100
1,1,0,"845 Glencairn Ave, North York, ON M6B 2A4, Canada",43.7087795,-79.4447062,850
1,1,1,"633 Bay St, Toronto, ON M5G 2G4, Canada",43.6568825,-79.3835616,2000
3,2,0,"25 Lower Simcoe St, Toronto, ON M5J 3A1, Canada",43.6415283,-79.3833016,4200
1,1,1,", M5V 3X4, Toronto, ON",43.6469126,-79.3902415,2300
2,1.5,0,"M5V3X1, Canada",43.6421316,-79.4013687,2300
1,1,1,", M5S 3K4, Toronto, ON",43.6629771,-79.386217,2200
2,2,0,"8200 Birchmount Rd, Markham, ON L3R 9W1, Canada",43.8568796,-79.324595,2475
1,1,0,"Boxford Cres, Mississauga, ON L5M 0P4, Canada",43.5494504,-79.719706,1750
2,2,0,"M5J2Z2, Canada",43.6421671,-79.3819283,2800
1,1,0,"Boxford Cres, Mississauga, ON L5M 0P4, Canada",43.5494504,-79.719706,1750
1,1,1,"20 Joe Shuster Way, Toronto, ON M6K 0A3, Canada",43.6402772,-79.4241261,2200
1,1,0,"8200 Birchmount Rd #316, Markham, ON L3R 9W1, Canada",43.8568796,-79.324595,1690
1,1,0,"200 Jameson Avenue, Toronto, ON, M6K 2Z6",43.6398173,-79.4373797,1849
1,1,0,"12 York St, Toronto, ON M5J 2Z2, Canada",43.6418726,-79.3819064,2100
1,1,1,", Shelburne L9V3L7 ON, Canada",44.079119,-80.2011728,1300
1,1,0,"480 King St W, Toronto, ON M5V 1L7, Canada",43.6454236,-79.3962213,2200
1,1,0,"37 Penhurst Ave, Etobicoke, ON M8Y 3A9, Canada",43.6247335,-79.4995337,1450
1,1,1,"210 Simcoe St, Toronto, ON M5T 0A9, Canada",43.6524331,-79.3888604,2545
1,1,0,"Collingwood, Canada",44.5007687,-80.2169047,1750
1,1,1,"320 Richmond street east, M5A1P9, Toronto, ON",43.6538906,-79.3689511,2450
2,2,0,"Eva Rd, Etobicoke, ON, M9C 2A8",43.6394963,-79.5640901,2200
2,2,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505597,-79.3820722,2800
1,1,1,"20 THOMAS RILEY, M9B 0C3, Toronto, ON",43.6690744,-79.3911301,1799
1,1,0,"120 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.653978,-79.3541341,2050
2,1,0,"Dunlop St E, Whitby, ON L1N, Canada",43.8792747,-78.9346733,1350
1,1,1,"6210 Main Street, L4A 2S5, Main Street Stouffville, ON",43.971005,-79.2489009,1675
1,1,1,"19 Grand Trunk Crescent, Toronto, ON M5J 3A3, Canada",43.6415846,-79.3826205,2350
1,1,0,"20 Minowan Miikan Lane, Toronto, ON M6J 1M3, Canada",43.6428951,-79.4281018,2000
1,1,0,"120 Homewood Ave, Toronto, ON, M4Y 2J3",43.66703,-79.3763862,2300
3,2,0,"89 McGill Street, Toronto, ON, M5B 0B1",43.6606054,-79.3786354,3200
1,1,0,"628 Fleet St, Toronto, ON M5V 1A8, Canada",43.6361646,-79.4033004,2200
1,1,0,", Toronto M6K 1X1 ON, Canada",43.6391261,-79.4192221,1900
2,1,0,", Toronto  M5V3Z9 ON, Canada",43.6412101,-79.3938921,2600
2,1,0,"812 Lansdowne Ave, Toronto, ON M6H 4K5, Canada",43.665271,-79.4476835,2600
1,1,0,"49 McCaul St, Toronto, ON M5T 1V7, Canada",43.6515793,-79.39008,3750
2,1,0,"8 Simcoe St N, Oshawa, ON L1G 4R8, Canada",43.8978185,-78.863977,1250
1,1,0,"49 McCaul St, Toronto, ON M5T 1V7, Canada",43.6515793,-79.39008,2500
2,1.5,0,", NA M3N 1J2 ON, Canada",43.7485568,-79.506065,1300
1,1,0,"8 The Esplanade, Toronto, ON M5E 0A6, Canada",43.6460983,-79.3760549,2250
1,1,1,", L1A 1N2, Port Hope, ON, Canada",43.9514277,-78.294416,1200
1,1,1,"57 St Joseph St, Toronto, ON M5S 0C5, Canada",43.6653563,-79.387999,2300
1,1,0,", Toronto m5s1x6 ON, Canada",43.6659564,-79.4047989,650
2,1,0,", Burlington L7S1H7 ON",43.3267271,-79.8021823,2975
1,1,0,", Toronto M5T2X5 ON, Canada",43.651955,-79.3896477,2000
1,1,0,"80 Blue Jays Way, Toronto, ON M5V 2G3, Canada",43.6452974,-79.3923967,4700
1,1,0,"100 Harbour Street, M5J1B7, Toronto, ON",43.6418064,-79.3789807,2550
1,1,1,"1060 Sheppard Ave W, Toronto, ON M3J 0G7, Canada",43.7505012,-79.4639723,1950
2,2,0,"19 Grand Trunk Crescent, Toronto, ON M5J 3A3, Canada",43.6415846,-79.3826205,3100
2,2,0,"95 Wellington St, Bowmanville, ON L1C 5A1, Canada",43.9137913,-78.6878692,1850
1,2,0,"70 Distillery Lane, Toronto, ON M5A 0E3, Canada",43.65006,-79.3578814,1500
1,1,0,"550 Jarvis Street Jarvis, Toronto, ON, M4Y 2H9",43.6692283,-79.3799488,1480
3,2,0,"Salvador Allende Ct, Toronto, ON, M6G 0A3",43.6723273,-79.4287263,4625
1,1,1,"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6527574,-79.3665108,2200
1,2,1,"2121 Lake Shore Blvd W, Etobicoke, ON M8V 4E9, Canada",43.6274471,-79.4783741,2350
1,1,0,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,2050
1,1,0,"28 Wellesley St E, Toronto, ON M4Y, Canada",43.6655881,-79.383028,2100
1,1,0,"28 Wellesley St E, Toronto, ON M4Y, Canada",43.6655881,-79.383028,2100
2,2,0,"90 Stadium Rd, Toronto, ON M5V 3W5, Canada",43.6344756,-79.4015886,3300
2,2,0,"1 The Esplanade, Toronto, ON M5E 0A8, Canada",43.6458091,-79.3756819,4000
1,1,1,"3525 Kariya Dr, Mississauga, ON L5B 0C1, Canada",43.588602,-79.6317004,1875
1,1,0,", Toronto m5s 2z1 ON, Canada",43.6680834,-79.3906814,2525
1,1,0,"75 E Liberty St, Toronto, ON M6K 0A2, Canada",43.6383068,-79.4147858,2100
1,1,0,"20 King St E, Cobourg, ON K9A 1K7, Canada",43.9601589,-78.1648364,850
1,1,0,"350 Wellington St W, Toronto, ON M5V 3W9, Canada",43.6446286,-79.3929331,2300
2,2,0,"39 Upper Duke Crescent, Unionville, ON L6G 0B8, Canada",43.8499379,-79.3275055,2450
2,1,0,"23 Wyndham St, Toronto, ON M6K 1R8, Canada",43.6474943,-79.435995,2750
1,1,0,"250 St. George St, Toronto, ON, M5R 3L8",43.672735,-79.4023802,1900
1,1,0,"664 Bathurst St, Toronto, ON M5S 2R3, Canada",43.6616564,-79.4099423,1700
1,1,0,", Toronto m5r 3j2 ON, Canada",43.682588,-79.417815,2450
1,1,0,"75 St Nicholas St, Toronto, ON M4Y 0A5, Canada",43.6676141,-79.3864589,2500
1,1,0,"11 Brunel Ct, Toronto, ON M5V 3Y3, Canada",43.6394055,-79.3932324,2300
2,1,0,"45 Lisgar St, Toronto, ON M6J 0B8, Canada",43.6420242,-79.4230597,2800
1,1,0,"269 Ontario St, Toronto, ON M5A 2V6, Canada",43.6583179,-79.3682357,1380
1,1,1,"15 Iceboat Terr, Toronto, ON M5V 4A5, Canada",43.6405271,-79.397104,2350
1,1,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505597,-79.3820722,2050
1,1,0,"560 Front St W, Toronto, ON M5V 1C1, Canada",43.6413078,-79.4000933,850
2,2,0,"600 Fleet St, Toronto, ON M5V 1B7, Canada",43.6366681,-79.4004451,2600
1,1,1,", Toronto m5v1y9 ON, Canada",43.6468281,-79.4024241,2300
1,1.5,0,"50 Cordova Avenue, Etobicoke, ON, M9A 4X6",43.6471397,-79.5265814,1550
1,1,0,", toronto M4E1S5 ON, Canada",43.6806017,-79.2893327,1600
2,2,0,", Yonge and Maitland M4y3b5  ON, Canada",43.6638522,-79.3841153,2600
2,1,0,"99 McGill St, Toronto, ON M5B 1H5, Canada",43.6605397,-79.3786617,2800
1,1,0,"600 University Ave, Toronto, ON M5G 1X5, Canada",43.6575221,-79.3899928,1750
1,1,0,"11 Brunel Ct, Toronto, ON M5V 3Y3, Canada",43.6394055,-79.3932324,2000
3,1,0,", m5t2m5, Toronto, ON, Canada",43.6486411,-79.4011928,3600
3,2,0,"14 York St, Toronto, ON M5J 0B1, Canada",43.6419081,-79.3817798,3800
2,2,0,"1103 Leslie St, North York, ON M3C 2J7, Canada",43.7206419,-79.3493968,2400
1,1,0,"Toronto, ON, Canada, M5J2Y5",43.6400247,-79.3812245,2200
2,2,0,"8 York St, Toronto, ON M5J 2Y2, Canada",43.6406456,-79.380939,3200
1,1,1,"12 York St, Toronto, ON M5J 2Z2, Canada",43.6418726,-79.3819064,2300
2,1,0,"51 Nassau Street, L1J 4A3, Oshawa, ON",43.8946417,-78.8696396,1300
1,1,0,"85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada",43.6387842,-79.3988635,2600
3,3,0,", M4R1V2, Toronto, ON",43.7073197,-79.4002252,1300
2,2,0,"100 Harbour St, Toronto, ON M5J 1B7, Canada",43.6418064,-79.3789807,2950
1,1,0,"1 King St W, Toronto, ON M5H 1A1, Canada",43.6488576,-79.3781453,2350
2,1,0,"150 Sudbury St, Toronto, ON M6J 3S8, Canada",43.6415328,-79.4240715,2400
1,1,0,"18 Yorkville Ave, Toronto, ON M4W 2J1, Canada",43.6721931,-79.3878664,2000
1,1,0,"91,140,146 Jameson Avenue, Toronto, ON, M6K 2W8",43.6349738,-79.4351859,1729
1,1,0,"72 Carden St, Guelph, ON N1H 3A3, Canada",43.5446193,-80.2473831,975
2,1,0,"378 Kerr St, Oakville, ON L6K 3B8, Canada",43.4443781,-79.683067,1700
2,2,0,", DOWNTOWN M5V2G4 ON, Canada",43.6467641,-79.3922208,2500
2,2,0,", NORTH YORK M2N0C2 ON, Canada",43.7565895,-79.4054146,2350
1,1,0,"55 Isabella St, Toronto, ON M4Y 1M8, Canada",43.6678174,-79.3831111,1750
2,1,0,"55 Isabella St, Toronto, ON M4Y 1M8, Canada",43.6678174,-79.3831111,2850
2,2,0,", L6K 3T1, Oakville, ON, Canada",43.4422541,-79.6731017,2800
1,2,1,"2121 Lake Shore Blvd W, Etobicoke, ON M8V 4E9, Canada",43.6274471,-79.4783741,2450
1,1,0,"180 Enterprise Blvd, Markham, ON, L6G 1B3",43.850094,-79.3234946,1850
2,2,0,"180 Enterprise Blvd, Markham, ON, L6G 0G4",43.850094,-79.3234946,2150
1,1,1,", Toronto M5V 1J9 ON, Canada",43.6464345,-79.3918689,2450
1,1,0,", Toronto M5V 1J9 ON, Canada",43.6464345,-79.3918689,2450
1,1,0,"10 York St, Toronto, ON M5J 2L9, Canada",43.6410868,-79.3814048,2150
1,1,1,"100 Harbour St, Toronto, ON M5J 1B7, Canada",43.6418064,-79.3789807,2600
1,1,0,"Six50 King - Bathurst Tower, 95 Bathurst St, Toronto, ON M5V 2P9, Canada",43.6444602,-79.4024689,2200
1,1,0,"42 Charles St E, Toronto, ON M4Y 1T1, Canada",43.6693009,-79.3841709,2400
2,2,0,", Toronto M1T 1a8 ON, Canada",43.7789286,-79.3241989,2500
1,1,0,"426 University ave, M5G1S9, TORONTO, ON",43.6539487,-79.3885701,1900
1,1,0,"Richmond St E, Toronto, ON M5C 3H6, Canada",43.652812,-79.3733062,1975
1,1,0,"Sussex Ave, Richmond Hill, ON L4C 2E8, Canada",43.8757743,-79.4214372,900
2,2,0,", Toronto m5v3m8 ON, Canada",43.637287,-79.396355,2800
1,1,0,"200 Jameson Avenue, Toronto, ON, M6K 2Z6",43.6398173,-79.4373797,1449
2,2,0,"21 Nelson St, Toronto, ON M5V 3H9, Canada",43.6487831,-79.3880423,4000
1,1,0,"29 Queens Quay E, Toronto, ON M5E 0A4, Canada",43.6413595,-79.3725145,2100
1,1,0,"8 The Esplanade, Toronto, ON M5E 0A6, Canada",43.6460983,-79.3760549,2250
1,1,1,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,2300
2,2,0,"20 Atlantic Ave, Toronto, ON M6K 1X8, Canada",43.6367119,-79.4206384,2000
2,2,0,"460 Adelaide St East, M5A1N6, Toronto, ON",43.6527574,-79.3665108,2775
1,1,1,"68 Abell St, Toronto, ON M6J 0B1, Canada",43.6423708,-79.4241905,2000
1,1,1,"68 Abell St, Toronto, ON M6J 0B1, Canada",43.6423708,-79.4241905,2000
2,1,0,", Toronto M5B 2K3 ON, Canada",43.6578373,-79.3806087,1200
1,1,0,"1190 Dundas Street East, Toronto M4M0C5 ON",43.665173,-79.3410685,2100
1,1,1,"165 Legion Rd N, Etobicoke, ON M8Y 0B3, Canada",43.6243053,-79.488423,2100
2,1,0,"L1H, Canada",43.8849512,-78.8326016,1350
2,1,0,"65 St Mary St, Toronto, ON M5S 0A6, Canada",43.6672109,-79.3891532,3099
2,2,0,"19 Swayne St, Cobourg, ON K9A 1K6, Canada",43.960557,-78.164838,1200
1,1,0,"85 Queen's Wharf Rd, Toronto, ON M5V 0J9, Canada",43.6387842,-79.3988635,2600
2,2,0,"50 Absolute Ave, Mississauga, ON L4Z 0A8, Canada",43.5949126,-79.6357361,2299
1,1,0,"170 Fort York Blvd, Toronto, ON M5V 0E6, Canada",43.6393466,-79.3997415,2150
1,1,0,"167 Church Street, Toronto, ON, M5B 1Y6",43.6543938,-79.3759018,1930
3,1,0,"295 Dufferin St., Toronto, ON, M6K 1Z6",43.6403508,-79.4275216,2707
1,1,0,"112 George Street, M5A 2M5, Toronto, ON",43.6520584,-79.3714575,2500
1,1,1,"81 Navy Wharf Ct, Toronto, ON M5V 3S2, Canada",43.6413655,-79.3914457,2300
2,2,0,"11 Peel Ave, Toronto, ON M6J 1M3, Canada",43.6437964,-79.4284926,2000
1,2,1,"2121 Lake Shore Blvd W, Etobicoke, ON M8V 4E9, Canada",43.6274471,-79.4783741,2450
1,1,0,"17 Mill St E, Acton, ON L7J 1G8, Canada",43.6302091,-80.0410457,1150
2,1,0,"65 E Liberty St, Toronto, ON M6K, Canada",43.6383993,-79.4144482,2699
1,1,0,"20 Bruyeres Mews, Toronto, ON M5V 0G8, Canada",43.6375235,-79.400877,2400
1,1,1,"60 S Town Centre Blvd, Markham, ON L6G 0C5, Canada",43.8528627,-79.3386881,1800
1,1,1,"8 The Esplanade 3003 Suite 3003, Toronto, ON M5E 0A6, Canada",43.6460983,-79.3760549,2450
1,1,0,"50 Cordova Avenue, Etobicoke, ON, M9A 4X6",43.6471397,-79.5265814,1400
2,2,0,"170 Bayview Avenue, Toronto M5A 0M4 ON",43.6551919,-79.3539119,4000
1,1,0,"88 Harbour St., M5J 0C3, Toronto, ON",43.6417851,-79.3790058,2300
1,1,0,", Toronro M4V 1N5 ON, Canada",43.6865112,-79.3995216,150
1,1,0,"Downtown, Toronto M5V1K1 ON, Canada",43.645396,-79.3942439,1900
2,2,0,"Downtown, Toronto M5V1K1 ON, Canada",43.645396,-79.3942439,2500
1,1,0,"101 Peter St, Toronto, ON M5V 0G6, Canada",43.6475126,-79.3927022,1600
2,2,0,"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6527574,-79.3665108,3500
1,1,0,"Toronto, ON M5G1R7, Canada",43.6515926,-79.3875585,1700
1,1,1,"215 Sherway Gardens Rd, Etobicoke M9C 0A4 ON",43.6095324,-79.5570952,2100
2,1,0,"Taunton Rd W, Oshawa, ON L1G 3T3, Canada",43.931288,-78.8862875,1500
1,1,0,", Whitby L1m2g9 ON, Canada",43.9487179,-78.9479159,1350
1,1,0,"88 Bloor Street East, Toronto, ON, M4W 3G9",43.670811,-79.3852395,1699
1,1,0,"144 Simcoe St, Toronto, ON M5H 3G4, Canada",43.6495569,-79.3872283,2200
1,1,0,", M5B 2E8, Toronto, ON",43.6598307,-79.3805207,1700
1,1,0,"40 Homewood Ave, m4y 2k2, Toronto, ON",43.6641794,-79.3755059,2100
1,1,0,"955 Bay St, Toronto, ON M5S 2A2, Canada",43.6647727,-79.3869867,2000
1,1,0,"99 Stadium Rd, Toronto, ON M5V 2Z7, Canada",43.6351036,-79.4010133,2100
2,2,0,"68 Shuter St, Toronto, ON M5B 1Y4, Canada",43.655111,-79.3756429,2990
1,1,0,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,2200
1,1,0,"8 Mercer St, Toronto, ON M5V 0C4, Canada",43.6460058,-79.3899085,1900
1,1,0,"20 Minowan Miikan Lane, Toronto, ON M6J 1M3, Canada",43.6428951,-79.4281018,2000
1,1,0,"68 Abell St, Toronto, ON M6J 0B1, Canada",43.6423708,-79.4241905,2000
2,2,0,"68 Abell St, Toronto, ON M6J 0B1, Canada",43.6423708,-79.4241905,2000
3,1,0,"89 Concession St, Newmarket, ON L3Y 3W4, Canada",44.0570506,-79.4555118,1900
2,2,0,"100 Bond St E, Oshawa, ON L1G 0A2, Canada",43.8999695,-78.8601161,2395
1,1,0,"20 Minowan Miikan Lane, Toronto, ON M6J 1M3, Canada",43.6428951,-79.4281018,2000
2,2,0,"1 Atlantic Ave, Toronto, ON M6K 3E7, Canada",43.6365382,-79.41931,2000
1,1,0,"21 Nelson St, Toronto, ON M5V 3H9, Canada",43.6487831,-79.3880423,2250
1,1,1,"2900 Highway 7 Ave W, Vaughan, ON, L4K 0G3",43.7957594,-79.5204723,1850
1,1,0,"25 Bedford Rd., Toronto, ON, M5R 1A9",43.6700064,-79.3976944,1760
2,2,0,"168 Simcoe St, Toronto, ON M5H 4C9, Canada",43.6500917,-79.3873738,3600
1,1,0,"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6527574,-79.3665108,2050
2,2,0,"323 Richmond St E, Toronto, ON M5A 4S8, Canada",43.6531574,-79.3686431,2950
2,1,0,"Main St E, Milton, ON, Canada",43.5281241,-79.866827,2000
1,2,0,"10 Capreol Court  Unit # 321, M5V 4B3, Toronto, ON",43.6402232,-79.395951,2500
1,1,0,"8 Wellesley St E, Toronto, ON M4Y 3B2, Canada",43.6652335,-79.3842932,99
1,1,0,"1 The Esplanade, Toronto, ON M5E 0A8, Canada",43.6458091,-79.3756819,2650
2,1,0,"902 Ossington Ave, Toronto, ON M6G 3V1, Canada",43.6661636,-79.4276187,2400
1,1,0,"12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.6431051,-79.375906,2250
1,1,0,"126 Simcoe St, Toronto, ON M5V 0H5, Canada",43.6489727,-79.3872946,2350
2,2,0,"17 Kenaston Gardens, North York, ON M2K 0B9, Canada",43.7658605,-79.3855003,2650
1,1,1,"424 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6525764,-79.3670659,2450
2,2,0,"44 Gerrard St W, Toronto, ON M5G 2K2, Canada",43.658897,-79.383798,2950
1,1,0,"33 Davisville Avenue, Toronto, ON, M4S 2Y9",43.6984043,-79.3948245,2800
1,1,0,"88 Isabella Street, Toronto, ON, M4Y 1N4",43.6687589,-79.3812685,1850
1,1,0,"505 Locust Street, Burlington, ON, L7S 1X6",43.3264539,-79.8003871,1750
1,1,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.6606054,-79.3786354,2250
1,1,1,"270 Queens Quay W, Toronto, ON M5V 3A7, Canada",43.6390962,-79.3864748,2600
2,2,0,"16 Brookers Ln, Etobicoke, ON M8V 0A5, Canada",43.626966,-79.4784876,3000
1,1,1,"M1N, Canada",43.692657,-79.2648481,1200
2,2,0,"20 Bruyeres Mews, Toronto, ON M5V 0G8, Canada",43.6375235,-79.400877,3500
2,2,0,"70 Temperance St, M5H4E8, Toronto, ON",43.6505597,-79.3820722,3000
1,1,0,"Burnhamthorpe Rd W, Mississauga, ON L5B 3R2, Canada",43.5860554,-79.6442402,2000
1,1,0,"2050 Prospect St, Burlington, ON L7R 1Y9, Canada",43.3349584,-79.8078173,1275
2,1,0,"700 Ross st, L7S 1S2, Burlington, ON",43.3289855,-79.8086183,1600
1,1,0,"29 Camden St #602, Toronto, ON M5V 3N3, Canada",43.6468787,-79.3972126,2900
1,1,0,", Toronto M5V0P3 ON, Canada",43.653226,-79.3831843,2000
1,2,0,"Euclid Ave, Toronto, ON, Canada",43.6586892,-79.4125775,65
1,1,1,"Burnhamthorpe Rd W, Mississauga, ON L5B 3R2, Canada",43.5860554,-79.6442402,2000
1,1,1,"295 Adelaide St W, Toronto, ON M5V 0L4, Canada",43.6476273,-79.3904081,2350
1,1,0,"88 Harbour St, Toronto, ON M5J 0C3, Canada",43.6417851,-79.3790058,2550
1,1,0,"146 Scarborough Rd, Toronto, ON M4E 3M6, Canada",43.6777793,-79.2861931,1300
1,2,1,"4800 Hwy 7, Woodbridge, ON L4L 1H7, Canada",43.7827052,-79.581291,1900
1,1,0,"3 Magani Ave, Bradford, ON L3Z 2S9, Canada",44.1114574,-79.5700826,1000
1,1,0,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada",43.6374082,-79.4066461,1900
1,1,0,"120 Church St, Toronto, ON M5C 2G8, Canada",43.6521506,-79.3754775,2300
1,1,0,"17 Dundonald St, Toronto, ON M4Y 1K3, Canada",43.6659283,-79.383465,2100
2,1,0,"332 George St, Cobourg, ON K9A 3M1, Canada",43.961937,-78.168754,1450
1,1,0,"365 Victoria St, Toronto, ON M5B 1W1, Canada",43.6576911,-79.3801612,1800
1,1,0,"120 Jameson Ave, Toronto, ON M6K 2Y1, Canada",43.6359631,-79.4357489,1595
3,3,0,"1353 Davenport Rd, Toronto, ON M6H 2H5, Canada",43.6730167,-79.4399334,2500
2,2,0,"386 Yonge St, Toronto, ON M5G 2K2, Canada",43.659329,-79.3826747,2100
1,1,1,"81 Navy Wharf Ct, Toronto, ON M5V 3S2, Canada",43.6413655,-79.3914457,2700
1,1,0,"500 Sherbourne St, Toronto, ON M4X 1L1, Canada",43.6679021,-79.3756819,2600
2,2,0,"770 Bay St, Toronto, ON M5G 0A6, Canada",43.6601367,-79.3858692,2950
2,2,0,"25 Cole St, Toronto, ON M5A 4M7, Canada",43.6601526,-79.3648897,2800
1,1,0,"101 charles St E, TORONTO M4Y0A9 ON",43.6695928,-79.3805797,1850
2,2,0,"18 Yonge St, Toronto, ON M5E 1Z8, Canada",43.6444084,-79.3765617,2500
2,2,0,"37 King St E, Toronto, ON M5C, Canada",43.6490882,-79.3762537,3400
2,2,0,"101 Charles St, Toronto, ON, M4Y 1V2",43.6695928,-79.3805797,3100
2,1,0,"1275 Elgin Street, Burlington, ON, L7S 1E2",43.320557,-79.803979,1600
1,1,1,"4011 Brickstone Mews, Mississauga, ON L5B 0J7, Canada",43.5851682,-79.6460669,2050
2,2,0,"1460 Ghent Ave, Burlington, ON L7S 1W8, Canada",43.3324553,-79.8093698,1532
1,1,0,"2210 Lakeshore Rd, Burlington, ON L7R 4J9, Canada",43.3278672,-79.7872536,2195
1,1,1,"21 Iceboat Terr, Toronto, ON M5V 4A9, Canada",43.6403804,-79.3973372,2150
1,1,0,"180 university Ave, M5H 0A3, TORONTO, ON",43.648953,-79.3857683,4000
2,3,0,"180 University Ave, Toronto, ON M5H 0A2, Canada",43.648953,-79.3857683,6500
1,1,0,", Toronto M4C 5N3 ON, Canada",43.6952964,-79.300604,800
1,1,1,"290 Adelaide St W, Toronto, ON M5V 1P6, Canada",43.64787,-79.391138,3300
1,1,1,"8130 Birchmount Rd, Markham, ON L6G 0E4, Canada",43.8514089,-79.3256954,1800
2,1,0,"560 Bloor St E, Oshawa, ON L1H 3N2, Canada",43.885455,-78.8354375,1000
1,1,0,"18 Yonge St, Toronto, ON M5E 1Z8, Canada",43.6444084,-79.3765617,2200
1,1,1,"88 Scott St, Toronto, ON M5E 1X6, Canada",43.6485726,-79.3762754,2450
3,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.336221,-79.7869004,2349
